trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1080,False,"{'a': 0.002, 'e': 0.11555600208422448}",30,18,-0.9978017623701474,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1081,False,"{'a': 0.002, 'e': 0.11532512103806251}",20,13,5.911967566823825,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.002, 'e': 0.11509470129253851}",20,14,10.567566037625623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.002, 'e': 0.11486474192597308}",25,6,30.503298179723693,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.002, 'e': 0.11463524201852858}",20,9,-41.23392853169578,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
1085,False,"{'a': 0.002, 'e': 0.11440620065220493}",25,9,10.564956152590831,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1086,False,"{'a': 0.002, 'e': 0.1141776169108365}",20,8,9.453583619887787,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.002, 'e': 0.11394948988008788}",30,12,-11.871225896433355,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1088,False,"{'a': 0.002, 'e': 0.11372181864745078}",25,4,26.391220242722454,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1089,False,"{'a': 0.002, 'e': 0.11349460230223983}",25,6,30.864546488980963,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.002, 'e': 0.11326783993558948}",20,7,8.533500333044914,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.002, 'e': 0.11304153064044985}",20,11,14.07448449614486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11281567351158354}",25,15,19.360585985702876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11259026764556165}",20,0,7.981822314237504,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1094,False,"{'a': 0.002, 'e': 0.11236531214076052}",25,11,24.846201051417488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11214080609735771}",30,13,-15.697085234342337,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1096,False,"{'a': 0.002, 'e': 0.11191674861732888}",25,12,-18.05983450489014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1097,False,"{'a': 0.002, 'e': 0.11169313880444368}",20,9,19.83974046293833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.11146997576426268}",20,10,15.976524881444213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.002, 'e': 0.1112472586041333}",20,7,17.719659660780962,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11102498643318673}",30,19,8.342063373909502,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.002, 'e': 0.11080315836233387}",20,13,-38.50827437531219,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1102,False,"{'a': 0.002, 'e': 0.11058177350426224}",25,0,24.40353798424734,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1103,False,"{'a': 0.002, 'e': 0.11036083097343202}",20,6,26.193455825718456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.002, 'e': 0.1101403298860729}",20,0,5.372637775885632,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1105,False,"{'a': 0.002, 'e': 0.10992026936018012}",20,13,0.34399413747843566,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1106,False,"{'a': 0.002, 'e': 0.10970064851551141}",20,6,25.532129135367068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10948146647358296}",25,13,21.279536176442765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.002, 'e': 0.10926272235766643}",30,23,-7.101397853075339,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10904441529278498}",30,10,34.39044888524849,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.002, 'e': 0.10882654440571013}",20,16,5.515784820704088,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.002, 'e': 0.10860910882495796}",35,0,25.58327174273108,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
1112,False,"{'a': 0.002, 'e': 0.10839210768078596}",30,9,34.57467937813879,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.002, 'e': 0.10817554010518914}",20,3,22.86019252808121,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10795940523189702}",20,16,7.493858186265792,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.002, 'e': 0.10774370219636975}",20,0,16.177672307272534,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1116,False,"{'a': 0.002, 'e': 0.10752843013579495}",35,11,6.416419045804599,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1117,False,"{'a': 0.002, 'e': 0.10731358818908403}",25,8,13.932291283704616,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.002, 'e': 0.107099175496869}",25,20,10.253001124870632,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.002, 'e': 0.1068851912014987}",20,12,14.970000591933328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.10667163444703576}",20,12,14.988610491028595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.002, 'e': 0.1064585043792528}",30,20,-33.44565140523941,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1122,False,"{'a': 0.002, 'e': 0.10624580014562934}",25,8,26.124792858964398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.1060335208953481}",25,0,35.93309786553054,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1124,False,"{'a': 0.002, 'e': 0.10582166577929185}",20,1,26.237742927835036,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.002, 'e': 0.10561023395003975}",25,16,16.63193572686018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.002, 'e': 0.10539922456186433}",20,8,18.577417155922646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.002, 'e': 0.10518863677072765}",20,10,21.138336277009994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10497846973427834}",20,10,21.35586590823465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10476872261184789}",30,16,25.321932016945627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.002, 'e': 0.10455939456444763}",30,17,22.993584186103607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.002, 'e': 0.104350484754765}",25,0,27.716820995728483,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1132,False,"{'a': 0.002, 'e': 0.10414199234716055}",20,1,17.183271542979924,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1133,False,"{'a': 0.002, 'e': 0.10393391650766431}",20,11,15.390527925798665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10372625640397273}",20,0,21.221540804110663,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1135,False,"{'a': 0.002, 'e': 0.10351901120544502}",20,4,3.8794704343171276,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.1033121800831002}",25,12,9.823623734363277,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.002, 'e': 0.10310576220961341}",25,18,-9.506742482505985,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1138,False,"{'a': 0.002, 'e': 0.102899756759313}",20,12,9.108390215261451,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10269416290817676}",30,10,27.54018515957055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10248897983382912}",20,7,13.41246274588146,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10228420671553744}",25,17,15.67571120422588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10207984273420903}",30,17,10.894660654075752,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.10187588707238764}",25,7,8.287471667191824,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.1016723389142504}",25,6,28.50468919635532,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.10146919744560434}",30,22,-1.5243590925308483,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1146,False,"{'a': 0.002, 'e': 0.1012664618538834}",20,9,19.917803665507506,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10106413132814486}",20,0,13.679808151902195,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1148,False,"{'a': 0.002, 'e': 0.10086220505906641}",20,6,8.750124669309464,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.10066068223894266}",30,15,30.306757538607354,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.002, 'e': 0.1004595620616821}",20,8,21.659026705233874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.1002588437228037}",25,11,4.234322640760741,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.10005852641943393}",20,0,22.840046927143124,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1153,False,"{'a': 0.002, 'e': 0.09985860935030318}",20,8,11.338043439395424,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09965909171574303}",20,0,14.284646335471193,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1155,False,"{'a': 0.002, 'e': 0.09945997271768262}",20,7,2.6445671628341465,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09926125155964566}",25,9,23.36607050670071,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09906292744674731}",30,11,19.172449482715493,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.09886499958569081}",25,12,15.063375346392037,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.0986674671847645}",30,21,17.072714244858577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09847032945383845}",30,11,26.881754966679164,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09827358560436154}",30,12,-15.839028821902577,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09807723484935806}",20,5,-16.752795514696537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1163,False,"{'a': 0.002, 'e': 0.09788127640342477}",25,0,36.963211169503936,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1164,False,"{'a': 0.002, 'e': 0.09768570948272756}",25,8,-11.353881849093673,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1165,False,"{'a': 0.002, 'e': 0.09749053330499859}",20,10,15.537639095854015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09729574708953276}",20,13,11.937083947467512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09710135005718508}",25,14,17.127700362770778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.002, 'e': 0.09690734143036704}",25,0,35.783155157657795,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1169,False,"{'a': 0.002, 'e': 0.09671372043304398}",20,5,4.633708588218918,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09652048629073155}",20,15,-1.8865659257547112,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",20,6,22.40607157682148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",20,10,5.311345359064245,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",25,10,-39.70629255445705,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",20,0,33.57978417806002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",30,0,27.00217368998978,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",20,0,27.684646348469478,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",25,15,17.78488065299412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",25,6,29.64213869287903,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",20,13,12.612725876348538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",25,18,10.617849494009633,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",20,16,7.484962697916737,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",20,9,19.624252094368018,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",20,0,28.842426537461577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1184,False,"{'a': 0.002, 'e': 0.09385539802710659}",30,12,27.6610862368047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",35,28,11.041601205985046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",20,8,12.388428498600348,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",20,0,27.34629408921851,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",35,17,31.162499619386928,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",20,14,9.272059226103195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",20,0,33.042311064263714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",20,8,13.08434608864748,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",30,14,14.392071747289283,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",25,0,26.76493916856001,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",20,16,7.611160316444661,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",35,24,18.703933315624298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",20,3,25.607563152123266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",20,6,25.276652113539214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",30,18,20.533323705746554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",30,10,13.774768232902243,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",20,3,-9.799450116158454,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",25,5,31.61473242330409,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",20,12,15.069330508841524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",35,18,16.50303802674753,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",25,16,4.000797566168236,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",30,15,2.641602662003586,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",20,5,17.031450547515007,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,20,6.398300063539213,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",25,16,17.123374052185692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",20,12,13.537695489809549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",20,5,26.532263810816136,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",20,0,26.84765789980852,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",20,0,-7.166247623517329,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",25,13,18.976041635169093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",20,12,17.98090266484766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",25,14,18.705211469320986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",20,12,16.853417692430856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",25,3,12.949731409148297,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",25,11,-19.73435041941406,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",30,8,37.293957537165966,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,6,-21.131900736524653,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",30,0,34.40073704364754,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",25,17,12.08097568500913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",20,6,23.936733080357197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,15,4.9022634691482665,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",20,16,9.425669712997703,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,9,-1.7482255052549425,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,19,12.494288716608866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",25,12,29.53400474894267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",25,10,27.992754177086994,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",25,3,22.23451607159486,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",25,15,18.634182714077816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",25,7,19.374778196335495,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",20,4,27.923460405437496,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",20,0,-8.795026758813462,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,5,25.4523420201878,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",20,3,32.90273274028602,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",20,8,18.979799238562933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",25,19,4.19776867709863,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",25,16,-29.03977189328366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",30,16,23.88316124268125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",20,0,32.149341459234336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",30,12,28.169797469115704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,16,7.7653307887918235,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",30,10,32.20898259681795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",30,15,-22.722444246105148,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",25,11,20.04352960846095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",20,9,19.207359374721754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,0,22.77205751912927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",25,4,31.646139324025395,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",25,14,24.265537557966883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",20,14,9.697600717428356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,6,28.042723110114675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",25,0,24.540276700332456,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",25,5,17.595473327661075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,9,21.656770312564475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",25,17,15.971363536762064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",20,2,-24.625398906139083,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",20,13,12.453902022520952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",20,9,-20.073638355951072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",20,9,3.559312732646423,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,9,19.318261738889685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",20,6,28.4751792719331,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
