trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,7,21.04498281263119,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,10,19.84080107570493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",30,3,-14.792132326083841,"{0: 24, 1: 1, 2: 0, 3: 2, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",25,12,19.125314120074762,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",25,7,6.231835538483423,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",20,7,-42.75131011631839,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",35,11,-19.515563690690747,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",25,17,4.313298218970852,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",30,21,9.442556872774162,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",25,16,18.673449539061345,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",25,13,-8.137122642474857,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",20,0,-48.350806325351364,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,5,15.829633260606435,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,9,-54.14137106319243,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",25,16,-5.674870816950289,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",20,13,14.67777747307688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,1,-38.436957556978896,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 1}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,15,3.402798411792943,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,2,-66.30219931775852,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,10,19.793400191925958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,11,11.33158000673043,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",20,0,18.5091129976865,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",30,0,-15.289344260147873,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",30,8,-44.5167785980812,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",30,11,-2.9628946357206565,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,18,12.01467139876508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",25,3,3.011939259840239,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",25,14,-27.30565680067874,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27971053895169634}",20,6,-30.411921533482367,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",30,18,-62.49965787441799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",25,0,-31.182230004568588,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,0,34.54230937699653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,0,-14.890082020093635,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,7,-32.85810558280945,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",25,11,1.9977253244138788,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",25,15,-58.91016116974398,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,10,-7.067516303584491,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",20,8,4.009795793932085,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,3,-33.08672251993372,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",25,0,6.7104140862442625,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,14,18.335367718804733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,19,-10.907427469314088,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",20,6,-10.360211874830453,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",20,5,-37.92768213113096,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",20,1,-2.6441116289254656,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",30,10,-28.52377290012201,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",25,13,12.494825231640865,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",30,0,21.379394955255645,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,7,-1.3801305657324925,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",25,0,-15.339051439906127,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",25,0,14.850818274505599,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",25,13,21.66865839516129,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",30,13,36.184422854168155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",25,11,0.6607985201308002,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",25,13,-39.199185147540426,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,13,11.035231673509244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",20,11,3.7209445902304172,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",25,5,16.135540133646764,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",20,15,8.779251519382576,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,1,1.2222547329960125,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,0,-7.648289922003317,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",30,13,4.9990062160502315,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,11,-10.217349054282451,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",30,0,-43.869643518084224,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",30,1,-71.35734562351368,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 1}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",20,3,7.59277522187303,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",25,11,6.908117249725205,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",35,18,16.012018332239293,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",25,6,0.7999673176926594,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",20,8,12.745024459196468,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",25,9,26.534890024465117,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,6,-20.53516631580511,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",25,14,-22.542639990481266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",25,9,5.693131853693252,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",25,15,-24.78161721546254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",25,5,-22.900518325747022,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",20,10,-12.66452120925522,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,11,-5.825775050081186,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",35,3,-48.61710660796788,"{0: 26, 1: 1, 2: 4, 3: 0, 4: 1}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,12,5.535271364373405,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",25,10,-21.822385727719542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",25,1,12.728700546366683,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,11,-4.872670354864463,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,8,19.88848305259376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,0,-6.096635040809632,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",20,0,13.864905767876833,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,0,-9.10623629345905,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,11,17.707443584173628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",25,11,9.459298790613698,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",25,12,-1.2544831240296475,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",20,15,9.99508597036812,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",25,0,0.9551657163660159,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",20,14,9.933785280078263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",20,12,13.042878169344023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,16,1.3665471891542968,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",30,10,13.262486516321292,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",20,10,-78.96806894644186,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",35,17,29.094493944751346,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",20,14,-0.6856267332193631,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",30,4,-9.941939639426044,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",25,4,-66.9194324860307,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 2}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",20,4,18.45628359331107,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",25,0,-63.5473648423646,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",25,8,19.88632405921303,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",20,15,8.188139966027164,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",20,5,-37.705137372598706,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",20,12,10.114495673897638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,11,17.392077801243214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",25,14,4.088955263005713,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",20,0,-0.17996643806208534,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",25,19,11.313424200734776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",30,0,-9.386249396776286,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",30,19,12.863404776336475,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",25,17,14.726584906736976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",30,10,1.7096548699390157,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",25,16,18.434842761465635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",20,15,11.168427294582804,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",30,19,-12.975518255861447,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",20,2,-35.977516283302776,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",25,7,29.315460880140378,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",25,12,-70.20946635292998,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",20,7,15.305413969465747,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",25,10,-16.354884392100587,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",20,4,14.112631004983964,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",30,16,5.984427730894717,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",30,13,21.271069444068473,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",20,0,13.471213979100263,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",20,14,12.893944876800157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",30,19,-4.807934057930311,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",35,11,1.2310793792525672,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",35,0,-83.05978974843217,"{0: 27, 1: 0, 2: 6, 3: 1, 4: 1}",0
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",20,13,-1.329548665011999,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",25,0,-0.784744937497242,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",20,10,15.072911607964693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",30,15,-17.30439964275927,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",35,3,-2.5655759364256427,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",25,15,15.740892163316047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",30,10,-52.50458552117262,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",20,11,3.55109469483365,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",20,6,8.431510284427725,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",30,18,20.649831584779147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",25,0,20.542342122686534,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",20,12,-34.46812930565478,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",30,10,-44.56414253068998,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",25,14,12.09894769706163,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",25,2,13.454937350208809,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",20,3,6.623488886276876,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",30,10,7.972559848250177,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",25,0,-10.649837332621798,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",30,13,13.540044623805718,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",25,16,18.765905572416855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",25,19,3.7102785858367717,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",20,12,12.72517796821402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",20,11,16.47551648182129,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",20,1,-61.90522281461599,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,0,14.850942966342458,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",25,15,-77.32523004221369,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",20,7,-8.33102642020767,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",20,13,13.469339846620048,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",25,0,13.46159416607702,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",30,3,-5.17025884848964,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",20,2,-8.457734316270898,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",25,0,25.130039306439198,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",25,14,23.121136165718035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",20,0,1.911147824206479,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",25,19,9.514386614653395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",20,0,-7.857627911132385,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",30,19,-22.286745163648064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",20,12,-0.09459337026730719,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",20,13,12.157958335611601,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",20,7,3.1628187588956926,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",20,15,4.968882003867746,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",30,19,9.419720780451865,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,14,2.479914247132052,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",20,10,5.82336620495701,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",30,10,25.327739189953046,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",20,11,14.60658590997807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",20,7,12.256552239459806,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",20,10,18.425599533400387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",25,2,28.820380094415572,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",25,10,6.114468117715022,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",20,6,-10.543225817878515,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",20,12,12.056926034549257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,0,-17.035215658817307,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
